"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","dataset_id","weight_kg","weight_class"
"2013-P","991",409.546342011594,"Klein, Martin","Langenlois","Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Spirit",9,185.76709589787,"Medium"
"2019-P","1167",410.71398627199,"Kurzreiter, Lukas","Tulln","Lower Austria","Austria","Austrian Weigh-off",NA,NA,259.26054486484,430.455053123597,5.00412881539838,"Cinderella",9,186.296730425259,"Medium"
"2015-P","1705",138.446070222245,"Ondelli, Franco",NA,"Other","Italy","Festa della zucca di sale",NA,NA,187.952353322475,127.941245581932,2.94510787478645,"Big Max",9,62.7980811092944,"Light"
"2017-P","1544",86.380916353769,"Hayashi, Kishio","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Jack O'Lantern",9,39.1817245716778,"Light"
"2014-P","1290",446.389156519211,"Melka, Friedrich",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Atlantic Giant",9,202.47871544785,"Medium"
"2019-P","EXH",300.189746168523,"Boeck, Alexander","Ernstbrunn","Lower Austria","Austria","Leiserberge Weigh-off",NA,NA,0,0,NA,"Howden",9,136.163778414279,"Light"
"2018-P","1580",170.510237369829,"Seri, Remo","Pontedera","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,198.612597580922,173.270717098551,0,"Wolf",9,77.3421426778434,"Light"
"2020-P","1180",251.847472832338,"Ito, Masayuki","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Early Giant",9,114.236092080531,"Light"
"2020-P","EXH",474.341195054077,"Puehringer, Beate",NA,"Lower Austria","Austria","Europameisterschaft im Kurbiswiegen","1594 Melka","1594 Melka",282.773185643853,480.016211405334,2.01325495736676,"Rouge Vif d’Etampes",9,215.157546853211,"Medium"
"2019-P","685",872.597402703455,"Asta, Carmelo","Umbertide","Umbria","Italy","Pesa la Zucca! Foiano",NA,NA,328.459504625248,886.943112077143,0,"Champion",9,395.803523948104,"Heavy"
"2019-P","1618",102.369265430223,"Giustarini, Vinicio","Cremnago di Inverigo","Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","Salvagni 2017","Self",0,0,0,"Atlantic Giant",9,46.4339177216537,"Light"
"2019-P","EXH",549.747641237323,"Team F.lli, Mori e Guagnetti","Umbertide","Umbria","Italy","Pesa la Zucca! Foiano",NA,NA,283.733047635081,566.059843781594,2.93909992373964,"Connecticut Field",9,249.361335490747,"Medium"
"2021-P","1110",285.663636318337,"Schodl, Zwillinge","Riederberg","Lower Austria","Austria","Leiserberge Weigh-off","1225 Kurzreiter",NA,248.136272399986,380.869915824444,0,"Spirit",9,129.574845820453,"Light"
"2021-P","1323",80.9805828228944,"Hoefler, Norbert","TUlln","Lower Austria","Austria","Austrian Weigh-off","Skonager",NA,150.724575229698,78.5174210158912,0,"Connecticut Field",9,36.732174486618,"Light"
"2018-P","DMG",1555.49378276808,"Loda, Flavio",NA,"Other","Italy","Festa della zucca di sale","2043 clement",NA,399.613453936043,1430.00673443799,13.6732316516046,"Atlantic Giant",9,705.560111446039,"Heavy"
"2017-P","1144",493.122530197465,"Chiti, Davide","Marone","Lombardy","Italy","Sfida degli Zucconi della Brianza","821.2 Petrelli","Open",281.792234952525,528.880120872279,0,"Big Max",9,223.676617172665,"Medium"
"2016-P","927",680.603278171038,"Haindl, Werner",NA,"Lower Austria","Austria","Austrian Weigh-off",NA,NA,NA,725.32841326227,0,"Champion",9,308.71645397537,"Medium"
"2017-P","1542",83.1109918106815,"Urataki, Noboru","Hokuto, Yamanashi","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",9,37.6985117484576,"Light"
"2015-P","1245",506.59634417236,"Mosti, Rossano","Malonno","Lombardy","Italy","Festa della zucca di sale",NA,NA,255.971626894266,369.499966102672,29.1067999985578,"Jack O'Lantern",9,229.788236386476,"Medium"
"2018-P","920",690.257755565981,"Vodka Melone, Team","Kleinhadersdorf","Lower Austria","Austria","Austrian Weigh-off","1080.9 Melka",NA,0,0,0,"Atlantic Giant",9,313.095651258054,"Medium"
"2013-P","1309",226.63756990895,"Vincenzo Italiano","Marone","Other","Italy","Pesa la Zucca! Foiano",NA,NA,198.403108452442,203.961541750848,7.8286405182934,"Autumn Gold",9,102.801072466041,"Light"
"2020-P","553",957.296086238122,"Daniel, Wonovsky","Riederberg","Vienna","Austria","Leiserberge Weigh-off","1080 Melka","1594 Melka",346.28100189531,1009.33320559488,0,"Casper",9,434.222200548474,"Heavy"
"2019-P","622",902.285306531824,"Team, Die Garten Tulln","St. Marien","Upper Austria","Austria","Leiserberge Weigh-off","1807 Holub","877 Hunt",340.883338237241,994.202887708063,0,"Big Max",9,409.269730605946,"Heavy"
"2019-P","EXH",297.126736822419,"Joebstl, Horst","Wien","Lower Austria","Austria","Austrian Weigh-off","Karkos 2018",NA,230.651428678833,289.7515009168,3.03928044522459,"Dill's Atlantic",9,134.774420745647,"Light"
"2013-P","877",527.584848913718,"Mathias, Franz",NA,"Other","Austria","Austrian Weigh-off","1216 Schieder 12",NA,0,0,0,"Cinderella",9,239.308461994865,"Medium"
"2019-P","1522",172.242684856519,"Takayama, Itsuo","Kamogawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Early Giant",9,78.1279676392317,"Light"
"2015-P","1245",488.742945367534,"Mati, Jacopo","Poggiridenti","Lombardy","Italy","Festa della zucca di sale",NA,NA,254.124638034445,375.259115831767,28.0005675225541,"Big Max",9,221.69007091004,"Medium"
"2017-P","1371",276.384190252886,"Vincenzo Italiano","Sirtori","Lombardy","Italy","Festa della zucca di sale","unknow","unknow",222.74854449638,NA,3.03439898971447,"Prizewinner",9,125.365759887337,"Light"
"2015-P","1776",46.9385957503939,"Sudo, Yoichi","Chosei","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",9,21.2909888908931,"Light"
"2016-P","1606",78.9019163482646,"Nishizaki, Hideki","Kamogawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,35.7893072339511,"Light"
"2017-P","1029",524.738746206957,"Segoni, Eligio","Viarigi","Piedmont","Italy","Pesa la Zucca! Foiano",NA,NA,281.199852394204,601.010895166638,0,"Wolf",9,238.017491522842,"Medium"
"2016-P","1502",199.617206404751,"Baresi, Simone","Foiano della Chiana","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,NA,241.77353568819,0,"Big Max",9,90.5448417459103,"Light"
"2014-P","998",601.978964480762,"Blaimschain, Karl","Berndorf","Other","Austria","Austrian Weigh-off",NA,NA,293.9439624008,550.733145592897,2.97364158478941,"Cinderella",9,273.053065188975,"Medium"
"2018-P","1259",449.054049785378,"Squitieri, Danilo","Chianciano","Tuscany","Italy","Campionato dello Zuccone","563 Garofano","Open",294.505119384813,622.547615655486,0,"Casper",9,203.687490700247,"Medium"
"2015-P","977",696.170742310139,"Melka, Friedrich",NA,"Lower Austria","Austria","Austrian Weigh-off","1751 Lovse 14",NA,325.003747571521,733.840194443367,0,"Rouge Vif d’Etampes",9,315.777736929115,"Medium"
"2018-P","807",736.486233511211,"Grabmayer, Manfred","Tulln","Lower Austria","Austria","Austrian Weigh-off","527 Camparmo 17","open",0,0,0,"Spirit",9,334.064536130724,"Medium"
"2013-P","176",1225.57904512909,"Zecchini, Fernando","Arezzo","Other","Italy","Festa della zucca di sale","1789 Wallace","Self",390.93951204411,1206.32420307687,0,"Rouge Vif d’Etampes",9,555.913303702443,"Heavy"
"2014-P","773",764.914844787166,"Kohl, Beatrice","Pruggern","Styria","Austria","Austrian Weigh-off","934 Schieder",NA,321.153330464253,735.487729948116,1.97817494382461,"Dill's Atlantic",9,346.959537295193,"Medium"
"2014-P","930",668.64449076824,"Augusto, Salvagni","Siena","Other","Italy","Festa della zucca di sale",NA,NA,322.017660712669,823.633968124844,0,"Champion",9,303.292039255009,"Medium"
"2013-P","456",915.914643162388,"Dellamassa, Sonia",NA,"Other","Italy","Festa della zucca di sale","948 Young","1321 Checkon",332.679681447876,832.984867975997,8.86144977567651,"Dill's Atlantic",9,415.451893709732,"Heavy"
"2016-P","594",1041.0438050638,"Iguchi, Hidetoshi","Marugame, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Jack O'Lantern",9,472.209526812706,"Heavy"
"2017-P","EXH",320.211755023103,"Cutrupi, Stefano","Merate","Lombardy","Italy","Sfida degli Zucconi della Brianza","821.2 Petrelli","Open",227.933746120787,284.298998801333,5.12213622846427,"Wolf",9,145.245608862789,"Light"
"2018-P","998",586.786594952692,"Grabmayer, Manfred","Schiltern","Lower Austria","Austria","Austrian Weigh-off","1080.9 Melka","sibb",0,0,0,"Blue Hubbard",9,266.161922288821,"Medium"
"2017-P","1574",52.1545042594466,"Ito, Masayuki","Sakai-shi","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",9,23.6568851932175,"Light"
"2016-P","1635",66.1864855276925,"Milivojevic, Slavogub",NA,"Vienna","Austria","Austrian Weigh-off","951 Mathias",NA,142.287550811953,78.1101316319677,0,"Rouge Vif d’Etampes",9,30.0216848324768,"Light"
"2013-P","1231",292.175992812062,"Fumi, Lorenzo","Dragoni","Other","Italy","Festa della zucca di sale",NA,NA,238.132662952896,304.135118798902,0,"Big Moose",9,132.528801036726,"Light"
"2019-P","1701",47.9917553026504,"Urataki, Noboru","Kamogawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Blue Hubbard",9,21.7686940281893,"Light"
"2013-P","1089",346.372746694836,"Kitahara, Fusako","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,157.11203507672,"Light"
"2014-P","1290",410.504963265169,"Benedikt, Maria",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Jack O'Lantern",9,186.201919184211,"Medium"
"2015-P","1702",134.944180360787,"., Fratelli Mori",NA,"Other","Italy","Campionato dello Zuccone","1254 Bartoli","Open",182.868103150451,130.75048414163,2.94601657463818,"Prizewinner",9,61.2096505875568,"Light"
"2019-P","EXH",775.893948456931,"Cassioli, Andrea","Concorezzo","Lombardy","Italy","Sfida degli Zucconi della Brianza","1867,3 BiermansJan","Self",327.495116066921,780.061522031426,0,"Prizewinner",9,351.939574949237,"Medium"
"2018-P","1741",31.1842351231676,"Yamamoto, Noritami","Sakai","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Atlantic Giant",9,14.1449311161548,"Light"
"2018-P","EXH",820.534051066649,"Resch, Johann",NA,"Lower Austria","Austria","Austrian Weigh-off",NA,NA,NA,0,0,"Champion",9,372.187984889022,"Heavy"
"2021-P","EXH",609.259817287484,"Zwillinge, Schodl","Riederberg","Lower Austria","Austria","Europameisterschaft im Kurbiswiegen","2139 Skonager 2020",NA,299.401521050904,676.629486738738,0,"Casper",9,276.355604469197,"Medium"
"2017-P","907",648.383493599506,"Ondelli, Franco","Goito","Lombardy","Italy","Sfida degli Zucconi della Brianza","1636 Deletas","self",307.284267798008,624.148805291658,0.993108756987136,"Big Max",9,294.10180553068,"Medium"
"2014-P","1697",77.113669920844,"Miyamoto, Yoji","Kurashiki","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Autumn Gold",9,34.9781722987933,"Light"
"2013-P","844",499.873639999345,"Vanneschi, Massimo",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,284.278200124432,490.399222600826,1.0372399909186,"Wolf",9,226.73886906783,"Medium"
"2017-P","979",558.0853480741,"Kawasaki, Masanobu","Hokuto, Yamanashi","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Dill's Atlantic",9,253.143255695206,"Medium"
"2021-P","1207",189.919304454127,"Jaglarz, Mario",NA,"Lower Austria","Austria","Leiserberge Weigh-off","520.3 Grabmayer 19",NA,199.161704298965,195.523605478682,1.02921944557236,"Connecticut Field",9,86.1459474160988,"Light"
"2020-P","EXH",495.255542169179,"Teichmann, Erik","Langenlois","Lower Austria","Austria","Europameisterschaft im Kurbiswiegen","1594 Melka","1594 Melka",279.81537925532,467.008305638591,2.09920201468381,"Howden",9,224.644135128153,"Medium"
"2016-P","DMG",666.698899385695,"Bartoli, Ivan","Collevecchio","Lazio","Italy","Campionato dello Zuccone",NA,NA,315.5445040338,658.161542930936,0,"Early Giant",9,302.409533848749,"Medium"
"2013-P","1050",428.332464492263,"Caravaggi, Valerio",NA,"Other","Italy","Campionato dello Zuccone","1278 Bartoli","Open",NA,386.676028947909,7.00290040810637,"Early Giant",9,194.288337716986,"Medium"
"2019-P","783",759.61267742746,"Schieder, Christoph",NA,"Lower Austria","Austria","Gartenbauschule Langenlois","1379.6 Matthias","self",308.286988772488,793.464130225514,0,"Blue Hubbard",9,344.554514636367,"Medium"
"2017-P","1566",69.1142539025253,"Ito, Masayuki","Marugame","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",9,31.3496982284282,"Light"
"2014-P","1347",361.044343720017,"Buechele, Franz",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Howden",9,163.766959543057,"Light"
"2014-P","1431",327.442014325889,"Chiti, Davide","Castello Brianza","Lombardy","Italy","Festa della zucca di sale","1770 lieber",NA,234.560730414474,286.867238234746,7.17515942310646,"Autumn Gold",9,148.525199315654,"Light"
"2015-P","794",817.196423690828,"Nakamura, Tomio","Kamogawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",9,370.674062577447,"Heavy"
"2018-P","446",1045.47201315172,"Mandorlini, Franco","Bagnolo Mella","Lombardy","Italy","Festa della zucca di sale","998.7tosoni","1803holke",359.961573164233,1102.53760918595,0,"Connecticut Field",9,474.218128214161,"Heavy"
"2019-P","1405",258.723633288448,"Eichinger, Thomas","Walperbach","Lower Austria","Austria","Gartenbauschule Langenlois",NA,NA,233.354316856404,284.440045904695,0,"Early Giant",9,117.355065998318,"Light"
"2016-P","1187",435.470145124923,"Hayase, Himari","Kobe","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Casper",9,197.525935191458,"Medium"
"2018-P","1750",22.7618109370988,"koko, Izumonorin","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",9,10.3245837684506,"Light"
"2019-P","1664",69.538864679598,"Kobe-Tokiwa, Girls HighSchool","Takamatsu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,NA,0,"Wolf",9,31.5422984371282,"Light"
"2021-P","1041",359.31661012833,"Melka, Friedrich","Baerndorf","Lower Austria","Austria","Leiserberge Weigh-off","520.3 Grabmayer 19","open",238.101397992604,340.926678379392,4.0183453438513,"Rouge Vif d’Etampes",9,162.983272768475,"Light"
"2016-P","1139",522.06062209452,"Itou, Masayuki","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",9,236.802714859528,"Medium"
"2017-P","EXH",335.425914828536,"Boselli, Ermerino","Foiano della chiana","Tuscany","Italy","Campionato dello Zuccone",NA,NA,246.677455112395,337.565987632321,0,"Big Moose",9,152.146635666494,"Light"
"2020-P","913",532.802839774535,"Sartini, Valerio","Pontremoli","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,NA,440.130548602106,9.83736961439782,"Casper",9,241.675302836062,"Medium"
"2020-P","EXH",243.107947079184,"Roghi, Alberto","Radda in Chianti","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,217.455860467419,232.956935504037,3.94545113256796,"Wolf",9,110.271909881481,"Light"
"2018-P","988",641.120617708944,"Dorner, Martin","Riederberg","Vienna","Austria","Austrian Weigh-off","1892 Faust 15",NA,0,0,0,"Cinderella",9,290.807420442464,"Medium"
"2019-P","1710",36.3647321032825,"Hannan, Kagawa Agricultural Cooperative",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Autumn Gold",9,16.494765019143,"Light"
"2018-P","EXH",548.251018036941,"Ribechini, Alessio","Marone","Lombardy","Italy","Festa della zucca di sale",NA,NA,289.452212042943,599.444370138275,0,"Blue Hubbard",9,248.682478626289,"Medium"
"2013-P","EXH",896.258414225045,"Hoefler, Norbert",NA,"Lower Austria","Austria","Austrian Weigh-off","1325 Sperry 11","934 Schieder 11",323.433627151797,785.455446086482,11.4242654098159,"Spirit",9,406.53597824078,"Heavy"
"2014-P","1272",417.775761589474,"Marco, Rosati",NA,"Other","Italy","Campionato dello Zuccone",NA,"Open",263.228260033921,379.396216796358,3.86578727506103,"Dill's Atlantic",9,189.499897827924,"Medium"
"2019-P","591",957.452781700155,"Matteo, Tosoni","Terricciola","Tuscany","Italy","Campionato dello Zuccone","2012 Salvagni","Open",379.009768405632,1080.42638689265,0,"Autumn Gold",9,434.293276414466,"Heavy"
"2018-P","EXH",676.501288407762,"Klein, Hubert","St. Margarethen","Carinthia","Austria","Austrian Weigh-off","1415 Melka",NA,0,0,0,"Big Max",9,306.85582271693,"Medium"
"2014-P","972",687.578706479726,"Yada, Tunehisa","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Cinderella",9,311.880455033673,"Medium"
"2019-P","1724",22.6712767369082,"Hannan, Kagawa Agricultural cooperative","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,10.28351814602,"Light"
"2015-P","1589",194.48533311982,"Hannan, Kagawa Agricultural Cooperative","Takahashi","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,88.2170631800584,"Light"
"2015-P","677",967.201844728828,"Tada, Tamon",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Big Max",9,438.715377018921,"Heavy"
"2019-P","572",933.480565836209,"Schodl, Zwillinge",NA,"Upper Austria","Austria","Austrian Weigh-off","1861.8 Cutrupi",NA,356.454255308087,1068.63368849906,0,"Rouge Vif d’Etampes",9,423.419662206587,"Heavy"
"2021-P","949",470.533940736823,"Langenlois, Gartenbauschule","Baerndorf","Lower Austria","Austria","Leiserberge Weigh-off","1225.8 Kurzreiter 2020","sibb",298.9399798722,594.627642221958,0,"Champion",9,213.430605344255,"Medium"
"2017-P","1197",403.013327550768,"Romoli, Giorgia Syria","Niardo","Lombardy","Italy","Sfida degli Zucconi della Brianza","1182,80 Van Der Vennet","Self",260.457449669418,438.127553901412,0,"Jack O'Lantern",9,182.803770385339,"Medium"
"2020-P","1181",249.872936268028,"Nakai, Takayuki","Okayama","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Rouge Vif d’Etampes",9,113.340457360674,"Light"
"2020-P","587",957.99692611134,"Puchner, Thomas","Riederberg","Lower Austria","Austria","Austrian Weigh-off","2138 Biermans",NA,336.302859563055,891.204227828949,1.00354725855962,"Champion",9,434.540096167557,"Heavy"
"2015-P","794",801.33873796364,"Horikawa, Masaru",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,NA,0,"Jack O'Lantern",9,363.481137325736,"Heavy"
"2020-P","186",1396.92672977513,"Bontempi, Giovanna","Chiari","Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","2145 Mcmullen 2016","2416,5 Haist",398.793034521828,1313.53543730054,8.05466450395061,"Champion",9,633.63530607505,"Heavy"
"2020-P","1198",219.629200084495,"Kikkoman Biochemifa Company","Tohaku","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Casper",9,99.6221293875305,"Light"
"2018-P","1259",456.951067820253,"Filippi, Giada","Radda in Chianti","Tuscany","Italy","Campionato dello Zuccone","563 Garofano","Open",312.533073362775,599.89359110694,0,"Big Max",9,207.269517826619,"Medium"
"2021-P","252",1260.82174768163,"Boeck, Alexander","St. Oswald","Styria","Austria","Austrian Weigh-off","1819 Mendi 19",NA,385.163674200969,1263.09486992429,5.02141284547589,"Prizewinner",9,571.899124678452,"Heavy"
"2018-P","1742",33.3014748746955,"Tanaka, Akihiko","Sakaide","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Cinderella",9,15.1052949129086,"Light"
"2017-P","814",733.303779294786,"Hofer, Johann","Berndorf","Lower Austria","Austria","Austrian Weigh-off","1714 Lueders","sibb",327.192057996488,835.000507320318,0,"Early Giant",9,332.620999180279,"Medium"
"2021-P","842",559.512145674048,"Bertone, Andrea","Sale Marasino","Lombardy","Italy","Sfida degli Zucconi della Brianza","877.4 Jaglarz '18","self",303.117742115522,592.467972013347,0,"Wolf",9,253.790440200077,"Medium"
"2017-P","1556",70.1819676361588,"Shinohara, Shigehiro","Sakai-shi","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",9,31.8340050313486,"Light"
"2013-P","1436",132.621245804483,"Melka, Friedrich",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Early Giant",9,60.1559851968079,"Light"
"2020-P","200",1391.57401302742,"Schieder, Christoph","Gross Gerungs","Lower Austria","Austria","Leiserberge Weigh-off",NA,"2226.7 DMGBoonenHerman 2018",399.296398010893,NA,0,"Rouge Vif d’Etampes",9,631.207354599518,"Heavy"
"2019-P","EXH",589.20030401591,"Rainer, Michael","Haag","Lower Austria","Austria","Austrian Weigh-off","1944 Conolly",NA,323.452768332473,696.046123220898,0,"Cinderella",9,267.256762303297,"Medium"
"2020-P","1328",83.3679081221085,"Honda, Saburo","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Cinderella",9,37.8150470270494,"Light"
"2013-P","EXH",164.821331600211,"Vendepane, Giulio",NA,"Other","Italy","Campionato dello Zuccone","899 Cutrupi","Open",0,0,0,"Early Giant",9,74.7616984270955,"Light"
"2016-P","689",884.382397164906,"Plebani, Cristian",NA,"Lombardy","Italy","Festa della zucca di sale","2145 mcmullen","2230 wallace",331.032377861054,781.62265652447,7.07744772874821,"Prizewinner",9,401.149107516311,"Heavy"
"2015-P","995",691.120763898925,"Mariarosa, Buffoli",NA,"Other","Italy","Campionato dello Zuccone","1488 Cutrupi est-dmg","Open",286.391111317277,644.457401822593,7.91154426950093,"Dill's Atlantic",9,313.487105253124,"Medium"
"2019-P","1676",66.2071492507394,"Naka, Yoichi","Kuwana, Mie","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Autumn Gold",9,30.0310577395866,"Light"
"2013-P","1535",20.7966793142286,"Uematsu, Nobuyuki","Noda","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",9,9.43321505827092,"Light"
"2020-P","1351",69.0292060252805,"Hashimoto, Dai","Takamatu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,31.3111211602253,"Light"
"2020-P","619",803.125274447334,"Ferraris, Giustino","Castelfiorentino","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,303.008884660072,714.122511288577,7.44609462991257,"Connecticut Field",9,364.291496643467,"Heavy"
"2014-P","1289",403.442441885869,"Musso, Stefano","Lamporecchio","Tuscany","Italy","Campionato dello Zuccone",NA,"952 Bartoli",271.151364185061,381.783119914698,0,"Big Moose",9,182.998413373599,"Medium"
"2019-P","537",938.013728270722,"TEAM, Biorasen",NA,"Lower Austria","Austria","Leiserberge Weigh-off",NA,"2145.5 McMullen 2015",340.761230354019,1024.05261107811,0,"Atlantic Giant",9,425.475870098853,"Heavy"
"2013-P","DMG",282.655006371034,"Pogna, Lorena",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,224.703694084652,304.167100736737,0,"Wolf",9,128.210154232202,"Light"
"2021-P","1014",390.349309428454,"Hoefler, Norbert","Langenlois","Lower Austria","Austria","Austrian Weigh-off","888.5 Markl","self",269.082095355719,456.631220403448,NA,"Atlantic Giant",9,177.059468391516,"Light"
"2020-P","863",617.524484853449,"Grouphome, Ainosato","Tendo","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Howden",9,280.104394617705,"Medium"
"2021-P","EXH",848.222955485005,"matteo, tosoni","Calcio","Lombardy","Italy","Sfida degli Zucconi della Brianza","1686.5 Cutrupi '18","Self",339.514210225583,NA,NA,"Prizewinner",9,384.747460666848,"Heavy"
"2018-P","1735",41.3321666942258,"Nakai, Takayuki","Marugame","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Casper",9,18.747955448069,"Light"
"2020-P","630",866.516113784783,"Pachtrog, Andreas","Tulln","Lower Austria","Austria","Leiserberge Weigh-off","368 Joebstl","1369 Arsens",347.584130840213,963.174952470895,0,"Casper",9,393.04509769483,"Heavy"
"2020-P","847",642.629247621836,"Pfleger, Patrick","Oberkreuzstetten","Lower Austria","Austria","Austrian Weigh-off","2138 Biermans","self",294.929654163307,618.616629569523,3.96657855145324,"Casper",9,291.491723460106,"Medium"
"2018-P","807",892.764461746464,"Moranda, Laura","Marone","Other","Italy","Festa della zucca di sale","1333 garofano","767 louse",344.265139641277,787.809802737101,8.9440090939275,"Big Max",9,404.951148055353,"Heavy"
"2015-P","1308",439.323795697824,"Kittenberger, Christian",NA,"Other","Austria","Austrian Weigh-off","1751 Lovse 14",NA,275.082969456153,461.640276816834,0,"Wolf",9,199.273921687972,"Medium"
"2013-P","906",538.848297626877,"Topini, Cinzia",NA,"Other","Italy","Festa della zucca di sale","1118 Cutrupi",NA,286.479816408468,591.798392309772,0,"Rouge Vif d’Etampes",9,244.417476391041,"Medium"
"2021-P","619",814.286846978745,"Grabmayer, Manfred","Phyra","Upper Austria","Austria","Austrian Weigh-off","1621.5 Marshall",NA,322.80031030897,NA,0,"Prizewinner",9,369.354300780916,"Heavy"
"2019-P","1719",26.4964095833272,"Mathias, Franz",NA,"Lower Austria","Austria","Leiserberge Weigh-off",NA,NA,0,0,0,"Rouge Vif d’Etampes",9,12.0185692193921,"Light"
"2020-P","1229",190.144706068391,"Andreoli, Gianfranco","Cassago Brianza","Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","1137 Salvagni 2019","Open",0,0,0,"Casper",9,86.2481878685149,"Light"
"2018-P","1717",63.3851850778178,"Sasaki, Toshiki","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,NA,0,"Rouge Vif d’Etampes",9,28.751036322336,"Light"
"2018-P","1727",52.4090412187184,"Wittmannn, Franz",NA,"Other","Austria","Austrian Weigh-off","31 Teichmann 17 UOW",NA,0,0,0,"Prizewinner",9,23.7723412158262,"Light"
"2013-P","1200",310.742256664496,"Kitahara, Fusako","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Early Giant",9,140.950316659597,"Light"
"2014-P","786",745.47638163224,"Matteo Gabriele, Bernardini Arrigucci","Arezzo","Other","Italy","Festa della zucca di sale",NA,NA,310.529462939178,738.556909768097,12.5050790796999,"Rouge Vif d’Etampes",9,338.142398723592,"Medium"
"2013-P","1089",360.142788282296,"Maeda, Mitsuteru","Akune","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",9,163.358020875375,"Light"
"2016-P","1344",319.904242799574,"Agnelli, Chiara","Dogliani","Piedmont","Italy","Festa della zucca di sale",NA,NA,245.360827086321,354.882503771026,0,"Atlantic Giant",9,145.106123664514,"Light"
